Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Cibil Score,Property_Area,Loan_Status
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,640,Rural,Y
LP001197,Male,Yes,0,Graduate,No,3366,2200,135,360,1,732,Rural,N
LP001716,Male,Yes,0,Graduate,No,3173,3021,137,360,1,817,Urban,Y
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,680,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,826,Rural,N
LP001091,Male,Yes,1,Graduate,,4166,3369,201,360,,791,Urban,N
LP001138,Male,Yes,1,Graduate,No,5649,0,44,360,1,752,Urban,Y
LP001233,Male,Yes,1,Graduate,No,10750,0,312,360,1,898,Urban,Y
LP001674,Male,Yes,1,Not Graduate,No,2600,2500,90,360,1,796,Semiurban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736,87,360,1,694,Semiurban,N
LP002219,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,743,Rural,Y
LP001665,Male,Yes,1,Graduate,No,3125,2583,170,360,1,839,Semiurban,N
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,849,Rural,Y
LP001606,Male,Yes,0,Graduate,No,3497,1964,116,360,1,653,Rural,Y
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,683,Semiurban,Y
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,723,Rural,N
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,721,Semiurban,Y
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,691,Semiurban,Y
LP002255,Male,No,3+,Graduate,No,9167,0,185,360,1,863,Rural,Y
LP001256,Male,No,0,Graduate,No,3750,4750,176,360,1,691,Urban,N
LP002949,Female,No,3+,Graduate,,416,41667,350,180,,726,Urban,N
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,771,Semiurban,Y
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,748,Urban,Y
LP002401,Male,Yes,0,Graduate,No,2213,1125,,360,1,699,Urban,Y
LP002740,Male,Yes,3+,Graduate,No,6417,0,157,180,1,665,Rural,Y
LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,688,Urban,Y
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,,701,Rural,Y
LP001357,Male,,,Graduate,No,3816,754,160,360,1,645,Urban,Y
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,782,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,714,Urban,N
LP001205,Male,Yes,0,Graduate,No,2500,3796,120,360,1,894,Urban,Y
LP001432,Male,Yes,2,Graduate,No,2957,0,81,360,1,860,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,656,Semiurban,Y
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,888,Urban,Y
LP001713,Male,Yes,1,Graduate,Yes,7787,0,240,360,1,764,Urban,Y
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,751,Urban,Y
LP001379,Male,Yes,2,Graduate,No,3800,3600,216,360,0,623,Urban,N
LP001206,Male,Yes,3+,Graduate,No,3029,0,99,360,1,641,Urban,Y
LP001770,Male,No,0,Not Graduate,No,3189,2598,120,,1,751,Rural,Y
LP001637,Male,Yes,1,Graduate,No,33846,0,260,360,1,886,Semiurban,N
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,730,Semiurban,Y
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,729,Urban,Y
LP001325,Male,No,0,Not Graduate,No,3620,0,25,120,1,752,Semiurban,Y
LP002141,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,639,Rural,Y
LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,712,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,745,Rural,Y
LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,692,Semiurban,Y
LP001086,Male,No,0,Not Graduate,No,1442,0,35,360,1,684,Urban,N
LP001634,Male,No,0,Graduate,No,1916,5063,67,360,,731,Rural,N
LP001543,Male,Yes,1,Graduate,No,9538,0,187,360,1,889,Urban,Y
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,676,Semiurban,Y
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,823,Semiurban,Y
LP002501,,Yes,0,Graduate,No,16692,0,110,360,1,695,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,682,Rural,N
LP001580,Male,Yes,2,Graduate,No,8000,0,200,360,1,826,Semiurban,Y
LP001657,Male,Yes,0,Not Graduate,No,6033,0,160,360,1,752,Urban,N
LP002101,Male,Yes,0,Graduate,,63337,0,490,180,1,900,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,625,Semiurban,Y
LP001095,Male,No,0,Graduate,No,3167,0,74,360,1,719,Urban,N
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,837,Urban,Y
LP001693,Female,No,0,Graduate,No,3244,0,80,360,1,863,Urban,Y
LP001846,Female,No,3+,Graduate,No,3083,0,255,360,1,871,Rural,Y
LP001052,Male,Yes,1,Graduate,,3717,2925,151,360,,833,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,824,Urban,Y
LP001356,Male,Yes,0,Graduate,No,4652,3583,,360,1,727,Semiurban,Y
LP001469,Male,No,0,Graduate,Yes,20166,0,650,480,,836,Urban,Y
LP001029,Male,No,0,Graduate,No,1853,2840,114,360,1,632,Rural,N
LP001343,Male,Yes,0,Graduate,No,1759,3541,131,360,1,708,Semiurban,Y
LP001349,Male,No,0,Graduate,No,4843,3806,151,360,1,661,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,875,Semiurban,Y
LP001038,Male,Yes,0,Not Graduate,No,4887,0,133,360,1,652,Rural,N
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,830,Semiurban,Y
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,728,Semiurban,Y
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,704,Urban,Y
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,,863,Semiurban,Y
LP001243,Male,Yes,0,Graduate,No,3208,3066,172,360,1,859,Urban,Y
LP001316,Male,Yes,0,Graduate,No,2958,2900,131,360,1,838,Semiurban,Y
LP001020,Male,Yes,1,Graduate,No,12841,10968,349,360,1,787,Semiurban,N
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,644,Rural,Y
LP002386,Male,No,0,Graduate,,12876,0,405,360,1,682,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,625,Rural,Y
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,,784,Rural,Y
LP001682,Male,Yes,3+,Not Graduate,No,3992,0,,180,1,829,Urban,N
LP002209,Female,No,0,Graduate,,2764,1459,110,360,1,814,Urban,Y
LP002821,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,741,Semiurban,Y
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,637,Semiurban,Y
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,843,Urban,Y
LP002979,Male,Yes,3+,Graduate,No,4106,0,40,180,1,763,Rural,Y
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,698,Rural,N
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,834,Semiurban,Y
LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,831,Semiurban,N
LP001326,Male,No,0,Graduate,,6782,0,,360,,807,Urban,N
LP001157,Female,No,0,Graduate,No,3086,0,120,360,1,717,Semiurban,Y
LP001784,Male,Yes,1,Graduate,No,5500,1260,170,360,1,853,Rural,Y
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,655,Urban,N
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,890,Rural,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,757,Semiurban,Y
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,872,Semiurban,Y
LP002519,Male,Yes,3+,Graduate,No,4691,0,100,360,1,727,Semiurban,Y
LP001384,Male,Yes,3+,Not Graduate,No,2071,754,94,480,1,763,Semiurban,Y
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,779,Semiurban,Y
LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,743,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,632,Rural,Y
LP001392,Female,No,1,Graduate,Yes,7451,0,,360,1,817,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,702,Urban,N
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,653,Urban,N
LP001421,Male,Yes,0,Graduate,No,5568,2142,175,360,1,791,Rural,N
LP001116,Male,No,0,Not Graduate,No,3748,1668,110,360,1,803,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,9703,0,112,360,1,878,Urban,Y
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,695,Semiurban,Y
LP002925,,No,0,Graduate,No,4750,0,94,360,1,869,Semiurban,Y
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,692,Urban,Y
LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,804,Rural,N
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,,820,Rural,Y
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,667,Urban,N
LP001478,Male,No,0,Graduate,No,2718,0,70,360,1,830,Semiurban,Y
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,760,Rural,Y
LP001776,Female,No,0,Graduate,No,8333,0,280,360,1,767,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,755,Urban,Y
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,766,Rural,Y
LP001577,Female,Yes,0,Graduate,No,4583,0,112,360,1,809,Rural,N
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,878,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,781,Urban,Y
LP001744,Male,No,0,Graduate,No,2971,2791,144,360,1,779,Semiurban,Y
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,837,Rural,Y
LP001319,Male,Yes,2,Not Graduate,No,3273,1820,81,360,1,674,Urban,Y
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,700,Urban,Y
LP002128,Male,Yes,2,Graduate,,2583,2330,125,360,1,660,Rural,Y
LP002757,Female,Yes,0,Not Graduate,No,3017,663,102,360,,638,Semiurban,Y
LP001195,Male,Yes,0,Graduate,No,2132,1591,96,360,1,733,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,765,Semiurban,Y
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,721,Rural,Y
LP001720,Male,Yes,3+,Not Graduate,No,3850,983,100,360,1,701,Semiurban,Y
LP002160,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,855,Semiurban,Y
LP001864,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,683,Semiurban,N
LP001443,Female,No,0,Graduate,No,3692,0,93,360,,822,Rural,Y
LP001430,Female,No,0,Graduate,No,4166,0,44,360,1,881,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,879,Urban,Y
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,635,Urban,Y
LP001482,Male,Yes,0,Graduate,Yes,3459,0,25,120,1,665,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,717,Urban,Y
LP001768,Male,Yes,0,Graduate,,3716,0,42,180,1,694,Rural,Y
LP001514,Female,Yes,0,Graduate,No,2330,4486,100,360,1,765,Semiurban,Y
LP002933,,No,3+,Graduate,Yes,9357,0,292,360,1,775,Semiurban,Y
LP001097,Male,No,1,Graduate,Yes,4692,0,106,360,1,675,Rural,N
LP001532,Male,Yes,2,Not Graduate,No,2281,0,113,360,1,665,Rural,N
LP002533,Male,Yes,2,Graduate,No,2947,1603,,360,1,720,Urban,N
LP001594,Male,Yes,0,Graduate,No,5708,5625,187,360,1,640,Semiurban,Y
LP001824,Male,Yes,1,Graduate,No,2882,1843,123,480,1,703,Semiurban,Y
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,672,Urban,Y
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,768,Urban,Y
LP001273,Male,Yes,0,Graduate,No,6000,2250,265,360,,862,Semiurban,N
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,745,Semiurban,Y
LP001698,Male,No,0,Not Graduate,No,3975,2531,55,360,1,888,Rural,Y
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,885,Rural,Y
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,765,Urban,Y
LP002863,Male,Yes,3+,Graduate,No,6406,0,150,360,1,631,Semiurban,N
LP001123,Male,Yes,0,Graduate,No,2400,0,75,360,,777,Urban,Y
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,649,Semiurban,Y
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,858,Semiurban,N
LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,676,Semiurban,Y
LP001334,Male,Yes,0,Not Graduate,No,4188,0,115,180,1,825,Semiurban,Y
LP001114,Male,No,0,Graduate,No,4166,7210,184,360,1,896,Urban,Y
LP001310,Male,Yes,0,Graduate,No,5695,4167,175,360,1,682,Semiurban,Y
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,772,Rural,N
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,,785,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,6608,0,137,180,1,740,Urban,Y
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,720,Semiurban,Y
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,705,Semiurban,Y
LP001578,Male,Yes,0,Graduate,No,2439,3333,129,360,1,874,Rural,Y
LP001760,Male,,,Graduate,No,4758,0,158,480,1,882,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,897,Semiurban,Y
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,702,Rural,Y
LP001225,Male,Yes,0,Graduate,No,5726,4595,258,360,1,771,Semiurban,N
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0,130,360,1,877,Rural,Y
LP001572,Male,Yes,0,Graduate,No,9323,0,75,180,1,771,Urban,Y
LP001854,Male,Yes,3+,Graduate,No,5250,0,94,360,1,842,Urban,N
LP001581,Male,Yes,0,Not Graduate,,1820,1769,95,360,1,714,Rural,Y
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,757,Rural,Y
LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,765,Semiurban,Y
LP001369,Male,Yes,2,Graduate,No,11417,1126,225,360,1,743,Urban,Y
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,644,Semiurban,Y
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,804,Rural,Y
LP001087,Female,No,2,Graduate,,3750,2083,120,360,1,827,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,3316,3500,88,360,1,717,Urban,Y
LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166,130,360,,675,Semiurban,Y
LP001465,Male,Yes,0,Graduate,No,6080,2569,182,360,,630,Rural,N
LP001131,Male,Yes,0,Graduate,No,3941,2336,134,360,1,754,Semiurban,Y
LP001800,Male,Yes,1,Not Graduate,No,2510,1983,140,180,1,703,Urban,N
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,801,Rural,Y
LP001504,Male,No,0,Graduate,Yes,6950,0,175,180,1,758,Semiurban,Y
LP001194,Male,Yes,2,Graduate,No,2708,1167,97,360,1,822,Semiurban,Y
LP001041,Male,Yes,0,Graduate,,2600,3500,115,,1,723,Urban,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,672,Urban,Y
LP002314,Female,No,0,Not Graduate,No,2213,0,66,360,1,643,Rural,Y
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108,360,1,745,Rural,Y
LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,636,Urban,N
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,879,Semiurban,N
LP001750,Male,Yes,0,Graduate,No,6250,0,128,360,1,689,Semiurban,Y
LP001398,Male,No,0,Graduate,,5050,0,118,360,1,628,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,723,Semiurban,Y
LP001656,Male,No,0,Graduate,No,12000,0,164,360,1,840,Semiurban,N
LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,702,Rural,Y
LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,842,Semiurban,Y
LP001497,Male,Yes,2,Graduate,No,5042,2083,185,360,1,842,Rural,N
LP001798,Male,Yes,2,Graduate,No,5819,5000,120,360,1,708,Rural,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,749,Semiurban,N
LP001535,Male,No,0,Graduate,No,3254,0,50,360,1,761,Urban,Y
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,714,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,2799,2253,122,360,1,862,Semiurban,Y
LP001658,Male,No,0,Graduate,No,3858,0,76,360,1,708,Semiurban,Y
LP001289,Male,No,0,Graduate,No,8566,0,210,360,1,797,Urban,Y
LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,889,Semiurban,Y
LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,772,Rural,N
LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,864,Semiurban,Y
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,673,Rural,Y
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,795,Rural,Y
LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,803,Rural,Y
LP001006,Male,Yes,0,Not Graduate,No,2583,2358,120,360,1,626,Urban,Y
LP001066,Male,Yes,0,Graduate,Yes,9560,0,191,360,1,869,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,754,Urban,N
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,753,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,724,Semiurban,Y
LP001616,Male,Yes,1,Graduate,No,3750,0,116,360,1,806,Semiurban,Y
LP001489,Female,Yes,0,Graduate,No,4583,0,84,360,1,812,Rural,N
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,808,Rural,Y
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,689,Semiurban,N
LP001570,Male,Yes,2,Graduate,No,4167,1447,158,360,1,623,Rural,Y
LP001722,Male,Yes,0,Graduate,No,150,1800,135,360,1,705,Rural,N
LP001136,Male,Yes,0,Not Graduate,Yes,4695,0,96,,1,664,Urban,Y
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,804,Urban,Y
LP002319,Male,Yes,0,Graduate,,6256,0,160,360,,655,Urban,Y
LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,837,Semiurban,Y
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,880,Urban,Y
LP002720,Male,Yes,3+,Graduate,No,4281,0,100,360,1,764,Urban,Y
LP001267,Female,Yes,2,Graduate,No,1378,1881,167,360,1,853,Urban,N
LP001644,,Yes,0,Graduate,Yes,674,5296,168,360,1,670,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,781,Semiurban,Y
LP002833,Male,Yes,0,Not Graduate,No,4467,0,120,360,,761,Rural,Y
LP001640,Male,Yes,0,Graduate,Yes,39147,4750,120,360,1,773,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,638,Rural,N
LP001806,Male,No,0,Graduate,No,2965,5701,155,60,1,639,Urban,Y
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,672,Rural,Y
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,717,Rural,Y
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,763,Rural,Y
LP001585,,Yes,3+,Graduate,No,51763,0,700,300,1,881,Urban,Y
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,729,Semiurban,Y
LP002226,Male,Yes,0,Graduate,,3333,2500,128,360,1,695,Semiurban,Y
LP001255,Male,No,0,Graduate,No,3750,0,113,480,1,825,Urban,N
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,755,Semiurban,Y
LP001350,Male,Yes,,Graduate,No,13650,0,,360,1,811,Urban,Y
LP001673,Male,No,0,Graduate,Yes,11000,0,83,360,1,847,Urban,N
LP001151,Female,No,0,Graduate,No,4000,2275,144,360,1,709,Semiurban,Y
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,871,Urban,N
LP001024,Male,Yes,2,Graduate,No,3200,700,70,360,1,762,Urban,Y
LP001493,Male,Yes,2,Not Graduate,No,4200,1430,129,360,1,634,Rural,N
LP001811,Male,Yes,0,Not Graduate,No,3406,4417,123,360,1,842,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,749,Semiurban,Y
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,740,Urban,Y
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,,684,Urban,Y
LP001531,Male,No,0,Graduate,No,9166,0,244,360,1,696,Urban,N
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,716,Rural,Y
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,651,Semiurban,N
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,742,Rural,Y
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,,880,Urban,Y
LP001112,Female,Yes,0,Graduate,No,3667,1459,144,360,1,673,Semiurban,Y
LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,746,Urban,Y
LP002043,Female,No,1,Graduate,No,3541,0,112,360,,846,Semiurban,Y
LP001119,Male,No,0,Graduate,No,3600,0,80,360,1,658,Urban,N
LP001253,Male,Yes,3+,Graduate,Yes,5266,1774,187,360,1,660,Semiurban,Y
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,,882,Semiurban,Y
LP001013,Male,Yes,0,Not Graduate,No,2333,1516,95,360,1,645,Urban,Y
LP001387,Female,Yes,0,Graduate,,2929,2333,139,360,1,879,Semiurban,Y
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,647,Rural,N
LP001498,Male,No,0,Graduate,No,5417,0,168,360,1,741,Urban,Y
LP001560,Male,Yes,0,Not Graduate,No,1863,1041,98,360,1,784,Semiurban,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,638,Rural,Y
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,766,Semiurban,Y
LP002100,Male,No,,Graduate,No,2833,0,71,360,1,657,Urban,Y
LP002106,Male,Yes,,Graduate,Yes,5503,4490,70,,1,645,Semiurban,Y
LP001574,Male,Yes,0,Graduate,No,3707,3166,182,,1,824,Rural,Y
LP001100,Male,No,3+,Graduate,No,12500,3000,320,360,1,688,Rural,N
LP001032,Male,No,0,Graduate,No,4950,0,125,360,1,764,Urban,Y
